stack-name,category-name,group-name,title,description,icon-url,url
Application and Data,DevOps,"Build, Test, Deploy",Git-appraise,Distributed code review system for Git repos (by Google),https://img.stackshare.io/service/1150/no-img-open-source.png,https://stackshare.io/git-appraise
Application and Data,DevOps,"Build, Test, Deploy",coala,Linting and fixing code for all languages,https://img.stackshare.io/service/5272/OqZqNyV6.png,https://stackshare.io/coala
Application and Data,DevOps,"Build, Test, Deploy",Review Board,Stress-free code review for teams of all sizes,https://img.stackshare.io/service/1750/gnbH_n4T.png,https://stackshare.io/review-board
Application and Data,DevOps,"Build, Test, Deploy",Coverity Scan,"Find and fix defects in your Java, C/C++ or C# open source project for free",https://img.stackshare.io/service/2019/coverity-logo.png,https://stackshare.io/coverity-scan
Application and Data,DevOps,"Build, Test, Deploy",Credo,A static code analysis tool for the Elixir language,https://img.stackshare.io/service/5767/logo-462574d6fafd52114ceb5556a09cdf5a.png,https://stackshare.io/credo
Application and Data,DevOps,"Build, Test, Deploy",Gitcolony,The next generation of pull requests,https://img.stackshare.io/service/2381/Q4dAMHF5.png,https://stackshare.io/gitcolony
Application and Data,DevOps,"Build, Test, Deploy",Better Code Hub,Actionable code quality feedback on each commit,https://img.stackshare.io/service/7558/7DzwvvVk_400x400.jpg,https://stackshare.io/better-code-hub
Application and Data,DevOps,"Build, Test, Deploy",Codebrag,Have fun while doing code reviews,https://img.stackshare.io/service/331/ecdac83c75298d0ee378d5b913300f9d.jpeg,https://stackshare.io/codebrag
Application and Data,DevOps,"Build, Test, Deploy",PullRequest,On-Demand Code Review,https://img.stackshare.io/service/7495/Jp3MR8Lp_400x400.jpg,https://stackshare.io/pullrequest
Application and Data,DevOps,"Build, Test, Deploy",Reek,Code smell detector for Ruby,https://img.stackshare.io/service/8471/zpdvDCY.png,https://stackshare.io/reek
Application and Data,DevOps,"Build, Test, Deploy",Sourcetrail,Get productive on unfamiliar source code,https://img.stackshare.io/service/7181/logo.png,https://stackshare.io/sourcetrail
Application and Data,"Build, Test, Deploy",Containers as a Service,Amazon EC2 Containe...,Container management service that supports Docker containers,https://img.stackshare.io/service/1908/amazon-ecs.png,https://stackshare.io/amazon-ec2-container-service
Application and Data,DevOps,"Build, Test, Deploy",GitCop,Automated Commit Message Validation for GitHub Pull Requests,https://img.stackshare.io/service/1894/gitcop.png,https://stackshare.io/gitcop
Application and Data,DevOps,"Build, Test, Deploy",Code Spotter,Cloud-based Static Code Analysis for Java,https://img.stackshare.io/service/2052/code-spotter.png,https://stackshare.io/code-spotter
Application and Data,DevOps,"Build, Test, Deploy",Phacility,"Phabricator, except you pay for it. Hosted tools to scale your software organization.",https://img.stackshare.io/service/752/E0Z5_o2v.png,https://stackshare.io/phacility
Application and Data,"Build, Test, Deploy",Containers as a Service,Google Kubernetes E...,"Deploy, manage, and scale containerized applications on Kubernetes, powered by Google Cloud",https://img.stackshare.io/service/1587/s01TMTGn.png,https://stackshare.io/google-kubernetes-engine
Application and Data,"Build, Test, Deploy",Containers as a Service,Docker Cloud,A hosted service for Docker container management and deployment,https://img.stackshare.io/service/4566/docker-cloud.png,https://stackshare.io/docker-cloud
Application and Data,DevOps,"Build, Test, Deploy",Laravel Homestead,The official Laravel local development environment (Vagrant box),https://img.stackshare.io/service/2001/74c5dd82a8b5540ab7dd4ce30fc0a2f6.png,https://stackshare.io/laravel-homestead
Application and Data,"Build, Test, Deploy",Containers as a Service,Docker for AWS,Install a Swarm of Docker Engines secured end to end with TLS by default on AWS,https://img.stackshare.io/service/6095/fbbb494a7eef5f9278c6967b6072ca3e.png,https://stackshare.io/docker-for-aws
Application and Data,"Build, Test, Deploy",Containers as a Service,Azure Container Ser...,Deploy and manage containers using the tools you choose,https://img.stackshare.io/service/4796/W9gT7hZo.png,https://stackshare.io/azure-container-service
Application and Data,DevOps,"Build, Test, Deploy",MacDown,Open source Markdown editor for OS X,https://img.stackshare.io/service/1428/macdown.png,https://stackshare.io/macdown
Application and Data,DevOps,"Build, Test, Deploy",HHVM (HipHop Virtua...,An open-source virtual machine designed for executing programs written in Hack and PHP,https://img.stackshare.io/service/1207/WtSNwHwK.png,https://stackshare.io/hhvm
Application and Data,"Build, Test, Deploy",Containers as a Service,DCHQ,Advanced Platform for Automation of Container based Apps on any Cloud,https://img.stackshare.io/service/3763/P4i13Ae8.png,https://stackshare.io/dchq
Application and Data,"Build, Test, Deploy",Containers as a Service,Hyper,"On-Demand Container, Per-Second Billing",https://img.stackshare.io/service/3125/cbvtCk1v.png,https://stackshare.io/hyper
Application and Data,DevOps,"Build, Test, Deploy",Caret,Better Markdown Editor for Mac / Windows / Linux,https://img.stackshare.io/service/4019/icon_512x512_2x.png,https://stackshare.io/caret
Application and Data,DevOps,"Build, Test, Deploy",Marp,"Markdown presentation writer, powered by Electron",https://img.stackshare.io/service/5519/marp.png,https://stackshare.io/marp
Application and Data,DevOps,"Build, Test, Deploy",Mou,The missing Markdown editor for web developers,https://img.stackshare.io/service/1429/mou.png,https://stackshare.io/mou
Application and Data,"Build, Test, Deploy",Containers as a Service,ContainerShip,Multi-Cloud Docker Hosting Made Simple,https://img.stackshare.io/service/2964/RfHS_eAt.png,https://stackshare.io/containership
Application and Data,"Build, Test, Deploy",Containers as a Service,IBM Containers,Fully managed Kubernetes Offering by IBM,https://img.stackshare.io/service/5047/tJdDVKEk.png,https://stackshare.io/ibm-containers
DevOps,"Build, Test, Deploy",Rails Testing,Rails Spring,Rails application preloader,https://img.stackshare.io/service/1537/no-img-open-source.png,https://stackshare.io/rails-spring
Application and Data,"Build, Test, Deploy",Containers as a Service,AWS Fargate,Run Containers Without Managing Infrastructure,https://img.stackshare.io/service/7969/aws-fargate.jpg,https://stackshare.io/aws-fargate
Application and Data,"Build, Test, Deploy",Containers as a Service,Joyent Triton,"Transform an entire data center into an easy to manage, elastic Docker host",https://img.stackshare.io/service/3369/28f20d9304c8dee54feaa616af3c7892.png,https://stackshare.io/joyent-triton
Application and Data,"Build, Test, Deploy",Containers as a Service,Tectonic,The smartest way to run your container infrastructure,https://img.stackshare.io/service/3578/wdSV6_7i.png,https://stackshare.io/tectonic
Application and Data,"Build, Test, Deploy",Containers as a Service,Supergiant,Open Source Infrastructure Autoscaling for Kubernetes,https://img.stackshare.io/service/5124/supergiant-social.jpg,https://stackshare.io/supergiant
Application and Data,"Build, Test, Deploy",Containers as a Service,Containerum,Managed Docker Hosting,https://img.stackshare.io/service/7842/_-rXoHvd_400x400.jpg,https://stackshare.io/containerum
Application and Data,"Build, Test, Deploy",Containers as a Service,Docker Datacenter,Develop and manage apps at any scale,https://img.stackshare.io/service/4514/docker-datacenter.png,https://stackshare.io/docker-datacenter
Application and Data,"Build, Test, Deploy",Containers as a Service,instainer,Run any Docker container on the cloud instantly,https://img.stackshare.io/service/3343/YjhAeY02.png,https://stackshare.io/instainer
Application and Data,"Build, Test, Deploy",Containers as a Service,Amazon EKS,Highly available and scalable Kubernetes service,https://img.stackshare.io/service/7991/amazon-eks.png,https://stackshare.io/amazon-eks
Application and Data,"Build, Test, Deploy",Containers as a Service,Azure Container Ins...,Easily run containers on Azure with a single command,https://img.stackshare.io/service/7404/azure-continaer-instances.png,https://stackshare.io/azure-container-instances
Application and Data,"Build, Test, Deploy",Containers as a Service,Orchard,We host your Docker containers.,https://img.stackshare.io/service/609/UctyX01K.png,https://stackshare.io/orchard
Application and Data,DevOps,"Build, Test, Deploy",AWS CodeDeploy,Coordinate application deployments to Amazon EC2 instances,https://img.stackshare.io/service/1888/aws-codedeploy.png,https://stackshare.io/aws-codedeploy
Application and Data,DevOps,"Build, Test, Deploy",Laravel Forge,Painless PHP Servers by Laravel,https://img.stackshare.io/service/1727/maxresdefault.jpg,https://stackshare.io/laravel-forge
Application and Data,DevOps,"Build, Test, Deploy",Distelli,"Build, test and deploy any piece of code in minutes.",https://img.stackshare.io/service/2384/93OY7gL7.png,https://stackshare.io/distelli
Application and Data,DevOps,"Build, Test, Deploy",Dockbit,Turn your software deployments into repeatable workflows.,https://img.stackshare.io/service/5746/SH0riYgt.png,https://stackshare.io/dockbit
Application and Data,DevOps,"Build, Test, Deploy",ElasticBox,"Develop, deploy and manage applications on any cloud",https://img.stackshare.io/service/796/V7_KZKTx.png,https://stackshare.io/elasticbox
Application and Data,DevOps,"Build, Test, Deploy",Octopus Deploy,Automated deployment for .NET,https://img.stackshare.io/service/1341/5aa73901ac270ac6e8776241b04ad3d9.png,https://stackshare.io/octopus-deploy
DevOps,"Build, Test, Deploy",In-Browser Testing,Ghost Inspector,Automated website testing. Record yourself browsing once. Replay it continuously from the cloud.,https://img.stackshare.io/service/808/51vYFc2C.png,https://stackshare.io/ghost-inspector
DevOps,"Build, Test, Deploy",In-Browser Testing,Applitools,Automated visual website testing,https://img.stackshare.io/service/1355/5PfQYXeN.png,https://stackshare.io/applitools
DevOps,"Build, Test, Deploy",In-Browser Testing,Simply Testable,Automated frontend web testing,https://img.stackshare.io/service/970/t3m9zfzwkxocqdnfwi0y.png,https://stackshare.io/simply-testable
DevOps,"Build, Test, Deploy",Cluster Management,Apache Mesos,Develop and run resource-efficient distributed systems,https://img.stackshare.io/service/914/d64b637225a3e671799940d5fe13c76b.png,https://stackshare.io/mesos
DevOps,"Build, Test, Deploy",Cluster Management,DC/OS,"The Datacenter Operating System. The easiest way to run microservices, big data, and containers in production.",https://img.stackshare.io/service/5190/sZw79H1D.jpg,https://stackshare.io/dcos
DevOps,"Build, Test, Deploy",Cluster Management,Mesosphere,Combine your datacenter servers and cloud instances into one shared pool,https://img.stackshare.io/service/916/bgZUMd2T.png,https://stackshare.io/mesosphere
DevOps,"Build, Test, Deploy",Cluster Management,Nomad,A cluster manager and scheduler,https://img.stackshare.io/service/3695/logo-header_402x.png,https://stackshare.io/nomad
DevOps,"Build, Test, Deploy",Cluster Management,Apache Aurora,"An Apcahe Mesos framework for scheduling jobs, originally developed by Twitter",https://img.stackshare.io/service/915/EzEnKUIc.png,https://stackshare.io/aurora
DevOps,"Build, Test, Deploy",Cluster Management,Elastic Apache Mesos,Automated creation of Apache Mesos clusters on Amazon EC2,https://img.stackshare.io/service/917/bgZUMd2T_400x400.png,https://stackshare.io/elastic-apache-mesos
DevOps,"Build, Test, Deploy",Cluster Management,Kocho,Bootstrapping Tool for CoreOS Clusters on AWS,https://img.stackshare.io/service/4510/g5fQgDRJ.png,https://stackshare.io/kocho
Application and Data,DevOps,"Build, Test, Deploy",Release,Manage GitHub Releases from the command line,https://img.stackshare.io/service/6270/14985020.png,https://stackshare.io/release
Application and Data,DevOps,"Build, Test, Deploy",Remergr.io,One merge to rule them all,https://img.stackshare.io/service/4604/EWMHqjLR.png,https://stackshare.io/remergr-io
Application and Data,DevOps,"Build, Test, Deploy",Gitscout,A beautiful Github Issues experience for macOS,https://img.stackshare.io/service/6186/jyHU6qEc.jpg,https://stackshare.io/gitscout
Application and Data,DevOps,"Build, Test, Deploy",Astral,Organize Your GitHub Stars with Ease,https://img.stackshare.io/service/2051/5jB6PE3o.jpeg,https://stackshare.io/astral
Application and Data,DevOps,"Build, Test, Deploy",Ship,A macOS Native Interface to GitHub Issues,https://img.stackshare.io/service/6424/apple-touch-icon.png,https://stackshare.io/ship
Application and Data,DevOps,"Build, Test, Deploy",Octotree,Browser extensions to display GitHub code in tree format,https://img.stackshare.io/service/1245/no-img-open-source.png,https://stackshare.io/octotree
Application and Data,DevOps,"Build, Test, Deploy",Octobox,Take back control of your GitHub Notifications,https://img.stackshare.io/service/6176/24639960.png,https://stackshare.io/octobox
Application and Data,DevOps,"Build, Test, Deploy",Insight.io for Github,Improve GitHub code browsing experience by applying code intelligence,https://img.stackshare.io/service/7340/1KKmg7nN_400x400.jpg,https://stackshare.io/insight-io-for-github
Application and Data,DevOps,"Build, Test, Deploy",GitNotifier,Get email notifications when someone stars or forks one of your GitHub repos and follows/unfollows you,https://img.stackshare.io/service/4462/R-BvsYiq.jpg,https://stackshare.io/gitnotifier
Application and Data,DevOps,"Build, Test, Deploy",DevSpace,Tweetdeck for GitHub,https://img.stackshare.io/service/4994/vdlJOVBh.png,https://stackshare.io/devspace
Application and Data,DevOps,"Build, Test, Deploy",Shrink,A macOS app for your Github issues,https://img.stackshare.io/service/6185/no-img-open-source.png,https://stackshare.io/shrink
Application and Data,DevOps,"Build, Test, Deploy",Refined GitHub,Browser extension that simplifies the GitHub interface and adds useful features,https://img.stackshare.io/service/7335/12ef7edf-f70e-4426-b40e-a39d079ec02b.png,https://stackshare.io/refined-github
Application and Data,DevOps,"Build, Test, Deploy",TravisBuddy,"Adds comments to failed pull requests, tells author what went wrong",https://cl.ly/053Y2R0Q2u3q/travisbuddy.png,https://stackshare.io/travisbuddy
Application and Data,DevOps,"Build, Test, Deploy",GitMonitor,Enforce custom rules on your Github repositories,https://img.stackshare.io/service/4383/TYH8yb-w.png,https://stackshare.io/gitmonitor
Application and Data,DevOps,"Build, Test, Deploy",DeckHub,A TweetDeck style desktop client for GitHub,https://img.stackshare.io/service/4995/Q-PS6qdW.jpg,https://stackshare.io/deckhub
Application and Data,DevOps,"Build, Test, Deploy",PullApprove,Approve Pull Requests with a comment,https://img.stackshare.io/service/5571/Erj9VBj6.png,https://stackshare.io/pullapprove
Application and Data,DevOps,"Build, Test, Deploy",GitHub Polls,Polls for GitHub issues and readmes,https://img.stackshare.io/service/7334/a4487e63-7656-443f-bec4-0b8a752908e3.png,https://stackshare.io/github-polls
Application and Data,DevOps,"Build, Test, Deploy",Github Native,📱 mobile github client built with react-native,https://img.stackshare.io/service/7557/no-img-open-source.png,https://stackshare.io/github-native
Application and Data,DevOps,"Build, Test, Deploy",Compass for GitHub,Easily navigate between files on GitHub,https://img.stackshare.io/service/4300/Screen_Shot_2016_01_19_at_5_29_41_PM.png,https://stackshare.io/compass-for-github
Application and Data,DevOps,"Build, Test, Deploy",GitPoint,An open source GitHub client for iOS and Android. Built with React Native 📱,https://img.stackshare.io/service/7556/30082377.png,https://stackshare.io/gitpoint
Application and Data,DevOps,"Build, Test, Deploy",Gordon,Cli application to manage github pull requests,https://img.stackshare.io/service/1241/no-img-open-source.png,https://stackshare.io/gordon
DevOps,"Build, Test, Deploy",Web Cache,Varnish,High-performance HTTP accelerator,https://img.stackshare.io/service/1073/mPwTb3BF.png,https://stackshare.io/varnish
DevOps,"Build, Test, Deploy",Web Cache,section.io,"Front end development toolset featuring WAF, Varnish Cache, Metrics, SSL, ELK Logs, search and diagnostic tools",https://img.stackshare.io/service/3308/Tg5Tr9e3.png,https://stackshare.io/section-io
Application and Data,DevOps,"Build, Test, Deploy",LGTM,A simple pull request approval system for GitHub,https://img.stackshare.io/service/5392/16172772.png,https://stackshare.io/lgtm
Application and Data,DevOps,"Build, Test, Deploy",CodeNav,A browser extension that improves code navigation on Github,https://img.stackshare.io/service/1244/no-img-open-source.png,https://stackshare.io/codenav
Application and Data,DevOps,"Build, Test, Deploy",Bookmarking for GitHub,Save and organize your favorite GitHub repositories,https://img.stackshare.io/service/7336/-t9GHgsl_400x400.jpg,https://stackshare.io/bookmarking-for-github
DevOps,"Build, Test, Deploy",Web Cache,Squid,"A caching proxy for the Web supporting HTTP, HTTPS, FTP, and more",https://img.stackshare.io/service/1074/img4.jpg,https://stackshare.io/squid
Application and Data,DevOps,"Build, Test, Deploy",GitHub Notifier,Chrome notifications for GitHub (open source),https://img.stackshare.io/service/4461/github-notifier.png,https://stackshare.io/github-notifier
Application and Data,DevOps,"Build, Test, Deploy",Cashew,A simple Github issues macOS client,https://img.stackshare.io/service/5396/PuTi9SRO.jpg,https://stackshare.io/cashew
Application and Data,DevOps,"Build, Test, Deploy",LMVTFY,Automatically validate HTML for new issues and new issue comments on a given GitHub repository,https://img.stackshare.io/service/1239/no-img-open-source.png,https://stackshare.io/lmvtfy
Application and Data,DevOps,"Build, Test, Deploy",GitItBack,See how your company stacks up against competitors on GitHub,https://img.stackshare.io/service/7341/96fe0983-76a0-4f6c-9c6e-d3fdf4bc2a9b.gif,https://stackshare.io/gititback
DevOps,"Build, Test, Deploy",Container Tools,Docker Compose,Define and run multi-container applications with Docker,https://img.stackshare.io/service/3136/docker-compose.png,https://stackshare.io/docker-compose
DevOps,"Build, Test, Deploy",Container Tools,Kubernetes,Manage a cluster of Linux containers as a single system to accelerate Dev and simplify Ops,https://img.stackshare.io/service/1885/21_d3cvM.png,https://stackshare.io/kubernetes
DevOps,"Build, Test, Deploy",Container Tools,Rancher,Open Source Platform for Running a Private Container Service,https://img.stackshare.io/service/2552/R1YBXxll.png,https://stackshare.io/rancher
DevOps,"Build, Test, Deploy",Container Tools,Docker Swarm,"Native clustering for Docker. Turn a pool of Docker hosts into a single, virtual host.",https://img.stackshare.io/service/3177/docker-swarm.png,https://stackshare.io/docker-swarm
DevOps,"Build, Test, Deploy",Container Tools,Docker Machine,Machine management for a container-centric world,https://img.stackshare.io/service/3137/fbbb494a7eef5f9278c6967b6072ca3e.png,https://stackshare.io/docker-machine
DevOps,"Build, Test, Deploy",Container Tools,Portainer,Simple management UI for Docker,https://img.stackshare.io/service/5926/Qu-iixzV.jpg,https://stackshare.io/portainer
DevOps,"Build, Test, Deploy",Container Tools,Marathon,Deploy and manage containers (including Docker) on top of Apache Mesos at scale,https://img.stackshare.io/service/2612/marathon.png,https://stackshare.io/marathon
DevOps,"Build, Test, Deploy",Container Tools,Helm,The Kubernetes Package Manager,https://pbs.twimg.com/profile_images/859843681553178624/AHcBc6EG_400x400.jpg,https://stackshare.io/helm
DevOps,"Build, Test, Deploy",Container Tools,Kitematic,The easiest way to start using Docker on your Mac,https://img.stackshare.io/service/1389/ZyasF8Em.png,https://stackshare.io/kitematic
DevOps,"Build, Test, Deploy",Container Tools,Codefresh,CI/CD Tailor-Made For Docker,https://img.stackshare.io/service/5586/ayRqrKW1.png,https://stackshare.io/codefresh
DevOps,"Build, Test, Deploy",Container Tools,Weave,Weave creates a virtual network that connects Docker containers deployed across multiple hosts.,https://img.stackshare.io/service/1459/WuVl9tqw.png,https://stackshare.io/weave
DevOps,"Build, Test, Deploy",Continuous Integration,Jenkins,An extendable open source continuous integration server,https://img.stackshare.io/service/670/jenkins.png,https://stackshare.io/jenkins
DevOps,"Build, Test, Deploy",Container Tools,Google Cloud Contai...,Stand-alone tool for building container images regardless of deployment environment,https://img.stackshare.io/service/6636/container-engine.png,https://stackshare.io/google-cloud-container-builder
DevOps,"Build, Test, Deploy",Container Tools,Flocker,Run your databases in Docker and make them as portable as the rest of your app,https://img.stackshare.io/service/1339/A__1EegM.png,https://stackshare.io/flocker
DevOps,"Build, Test, Deploy",Container Tools,Spread,CLI to deploy Docker to Kubernetes in one command ,https://img.stackshare.io/service/4585/qfUJokdF.png,https://stackshare.io/spread
DevOps,"Build, Test, Deploy",Continuous Integration,Travis CI,A hosted continuous integration service for open source and private projects,https://img.stackshare.io/service/460/7d9825fd0e38f5e05831d226afc41d9c.jpeg,https://stackshare.io/travis-ci
DevOps,"Build, Test, Deploy",Continuous Integration,CircleCI,CircleCI’s continuous integration and delivery platform helps software teams rapidly release code with confidence.,https://img.stackshare.io/service/190/CvqrSSFs_400x400.jpg,https://stackshare.io/circleci
Application and Data,DevOps,"Build, Test, Deploy",npm,The package manager for JavaScript.,https://img.stackshare.io/service/1120/lejvzrnlpb308aftn31u.png,https://stackshare.io/npm
DevOps,"Build, Test, Deploy",Container Tools,Moby,A new upstream project to break up Docker into independent components,https://img.stackshare.io/service/6825/27259197.png,https://stackshare.io/moby
DevOps,"Build, Test, Deploy",Container Tools,Microcontainers,"Tiny, Portable Docker Containers",https://img.stackshare.io/service/1367/no-img-open-source.png,https://stackshare.io/microcontainers
DevOps,"Build, Test, Deploy",Text Editor,Sublime Text,"A sophisticated text editor for code, markup and prose.",https://img.stackshare.io/service/642/SublimeText_Master_012312_icon.png,https://stackshare.io/sublime-text
DevOps,"Build, Test, Deploy",Continuous Integration,Codeship,Codeship is a Continuous Integration Platform in the cloud.,https://img.stackshare.io/service/224/avatar_codeship_colour.png,https://stackshare.io/codeship
DevOps,"Build, Test, Deploy",Continuous Integration,TeamCity,TeamCity is an ultimate Continuous Integration tool for professionals,https://img.stackshare.io/service/1357/317jQkeS.png,https://stackshare.io/teamcity
DevOps,"Build, Test, Deploy",Continuous Integration,GitLab CI,"GitLab has integrated CI to test, build and deploy your code",https://img.stackshare.io/service/5545/9pAwHBR0.jpg,https://stackshare.io/gitlab-ci
Application and Data,DevOps,"Build, Test, Deploy",Bower,A package manager for the web,https://img.stackshare.io/service/847/66db62603f426a8fc6664081811be6d4.png,https://stackshare.io/bower
Application and Data,DevOps,"Build, Test, Deploy",Yarn,A new package manager for JavaScript,https://img.stackshare.io/service/5848/44mC-kJ3.jpg,https://stackshare.io/yarn
Application and Data,DevOps,"Build, Test, Deploy",Kite,Your programming copilot. Augment your coding environment with all the internet’s programming knowledge,https://img.stackshare.io/service/4912/apple-touch-icon-180x180.png,https://stackshare.io/kite
DevOps,"Build, Test, Deploy",Container Tools,Fleet,Container management and deployment for your cluster,https://img.stackshare.io/service/3542/no-img-open-source.png,https://stackshare.io/fleet
DevOps,"Build, Test, Deploy",Container Tools,Clair,Open Source Vulnerability Analysis for your Containers,https://img.stackshare.io/service/3970/92f941aa760503ef8552a9fbc77ef9b6.png,https://stackshare.io/clair
Application and Data,DevOps,"Build, Test, Deploy",Webpack,A bundler for javascript and friends,https://img.stackshare.io/service/1682/IMG_4636.PNG,https://stackshare.io/webpack
DevOps,"Build, Test, Deploy",Text Editor,Atom,A hackable text editor for the 21st Century,https://img.stackshare.io/service/648/QbnVqgX4.png,https://stackshare.io/atom
DevOps,"Build, Test, Deploy",Text Editor,Vim,Highly configurable text editor built to enable efficient text editing,https://img.stackshare.io/service/644/vim_logo.png,https://stackshare.io/vim
DevOps,"Build, Test, Deploy",Text Editor,Visual Studio Code,"Build and debug modern web and cloud applications, by Microsoft",https://img.stackshare.io/service/1451/SR2hUhQN.png,https://stackshare.io/visual-studio-code
DevOps,"Build, Test, Deploy",Continuous Integration,wercker,Test and deploy your applications with ease,https://img.stackshare.io/service/897/S67KcxKE.png,https://stackshare.io/wercker
DevOps,"Build, Test, Deploy",Continuous Integration,Drone.io,Open source continuous integration platform built on Docker,https://img.stackshare.io/service/668/rShq67tG.png,https://stackshare.io/drone-io
Application and Data,DevOps,"Build, Test, Deploy",Browserify,Browser-side require() the node.js way,https://img.stackshare.io/service/849/9esmqty2.png,https://stackshare.io/browserify
Application and Data,DevOps,"Build, Test, Deploy",Component,Client package management for building better web applications,https://img.stackshare.io/service/848/b5afc399fabed86ab0580f68f8b9b553.png,https://stackshare.io/component
Application and Data,DevOps,"Build, Test, Deploy",Spacemacs,"Emacs advanced Kit focused on Evil: The best editor is neither Emacs nor Vim, it's Emacs *and* Vim!",https://img.stackshare.io/service/3261/HUlKNR_N.png,https://stackshare.io/spacemacs
Application and Data,DevOps,"Build, Test, Deploy",Atom-IDE,"A set of optional packages to bring IDE-like functionality to Atom, created by Facebook & GitHub",https://img.stackshare.io/service/7605/12853849.png,https://stackshare.io/atom-ide
Application and Data,DevOps,"Build, Test, Deploy",Vim-Plug,A minimalist Vim plugin manager,https://img.stackshare.io/service/1462/vim-plug.png,https://stackshare.io/vim-plug
DevOps,"Build, Test, Deploy",Container Tools,Kompose,Go from Docker-Compose to Kubernetes with a simple tool,https://img.stackshare.io/service/6635/20862812.png,https://stackshare.io/kompose
DevOps,"Build, Test, Deploy",Container Tools,Ctop,Commandline monitoring for containers,https://img.stackshare.io/service/6731/favicon.png,https://stackshare.io/ctop
Application and Data,DevOps,"Build, Test, Deploy",gulp,The streaming build system,https://img.stackshare.io/service/844/iruTC031.png,https://stackshare.io/gulp
Application and Data,DevOps,"Build, Test, Deploy",Grunt,The JavaScript Task Runner,https://img.stackshare.io/service/845/falgg2jybmhgk16y62lr.png,https://stackshare.io/grunt
Application and Data,DevOps,"Build, Test, Deploy",Git,"Fast, scalable, distributed revision control system",https://img.stackshare.io/service/1046/git.png,https://stackshare.io/git
DevOps,"Build, Test, Deploy",Text Editor,Notepad++,Free source code editor and Notepad replacement,https://img.stackshare.io/service/646/logo.png,https://stackshare.io/notepad-plus-plus
DevOps,"Build, Test, Deploy",Text Editor,Emacs,The extensible self-documenting text editor.,https://img.stackshare.io/service/645/emacs.gif,https://stackshare.io/emacs
DevOps,"Build, Test, Deploy",Continuous Integration,Bamboo,"Tie automated builds, tests, and releases together in a single workflow",https://img.stackshare.io/service/1729/omsJmyCc.png,https://stackshare.io/bamboo
DevOps,"Build, Test, Deploy",Continuous Integration,Semaphore,Hosted continuous integration and deployment app for Ruby,https://img.stackshare.io/service/324/fAhdRiwP.png,https://stackshare.io/semaphore
Application and Data,DevOps,"Build, Test, Deploy",Duo,A next-generation package manager for the front end,https://img.stackshare.io/service/1372/7105268.png,https://stackshare.io/duo
Application and Data,DevOps,"Build, Test, Deploy",Browserify-CDN,Browserify as a service,https://img.stackshare.io/service/4116/9esmqty2.png,https://stackshare.io/browserify-cdn
Application and Data,DevOps,"Build, Test, Deploy",RequireJS,JavaScript file and module loader,https://img.stackshare.io/service/852/1781835.png,https://stackshare.io/requirejs
Application and Data,DevOps,"Build, Test, Deploy",SpaceVim,"Like spacemacs, but for vim",https://img.stackshare.io/service/6271/24742154.png,https://stackshare.io/spacevim
Application and Data,DevOps,"Build, Test, Deploy",pathogen.vim,pathogen.vim: manage your runtimepath,https://img.stackshare.io/service/1463/no-img-open-source.png,https://stackshare.io/vim-pathogen
Application and Data,DevOps,"Build, Test, Deploy",Vundle,The plug-in manager for Vim,https://img.stackshare.io/service/1464/no-img-open-source.png,https://stackshare.io/vundle
DevOps,"Build, Test, Deploy",Container Tools,Gitkube,Deploy to Kubernetes Using Git Push,https://img.stackshare.io/service/8676/-N2Yg39e_400x400.jpg,https://stackshare.io/gitkube
DevOps,"Build, Test, Deploy",Container Tools,LinuxKit,"A toolkit for building secure, portable and lean operating systems for containers",https://img.stackshare.io/service/6820/27256246.png,https://stackshare.io/linuxkit
Application and Data,DevOps,"Build, Test, Deploy",Brunch,Ultra-fast HTML5 build tool,https://img.stackshare.io/service/846/b6b445836933a987d835737ec2693b29.jpeg,https://stackshare.io/brunch
Application and Data,DevOps,"Build, Test, Deploy",Backpack,Build Node.js backends with Webpack,https://img.stackshare.io/service/6376/backpack.png,https://stackshare.io/backpack
Application and Data,DevOps,"Build, Test, Deploy",Mercurial,A distributed version control system,https://img.stackshare.io/service/1047/mercurial.png,https://stackshare.io/mercurial
Application and Data,DevOps,"Build, Test, Deploy",Plastic SCM,"A distributed version control with strong merging, great GUIs and support for huge files",https://img.stackshare.io/service/3809/114e3495e712c5bc736970326ecfb9f2.png,https://stackshare.io/plastic-scm
DevOps,"Build, Test, Deploy",Text Editor,Brackets,"A modern, open source text editor that understands web design",https://img.stackshare.io/service/2226/brackets_512.png,https://stackshare.io/brackets
DevOps,"Build, Test, Deploy",Text Editor,TextMate,The Missing Editor for Mac OS X,https://img.stackshare.io/service/643/textmate2.png,https://stackshare.io/textmate
DevOps,"Build, Test, Deploy",Continuous Integration,Go.CD,Open source continuous delivery tool allows for advanced workflow modeling and dependencies management.,https://img.stackshare.io/service/2349/Go_CD_icon_for_stackshare_1.png,https://stackshare.io/go-cd
DevOps,"Build, Test, Deploy",Continuous Integration,Appveyor,Continuous Integration and Deployment service for busy Windows developers,https://img.stackshare.io/service/2011/5s66pnbt5v8tw6most5e.png,https://stackshare.io/appveyor
Application and Data,DevOps,"Build, Test, Deploy",Tokamak,A Rust IDE for Atom,https://img.stackshare.io/service/4854/tokamak.png,https://stackshare.io/tokamak
