stack-name,category-name,group-name,title,description,icon-url,url
Application and Data,Languages & Frameworks,CSS Pre-processors / Extensions,Sass,Syntactically Awesome Style Sheets,https://img.stackshare.io/service/1171/jCR2zNJV.png,https://stackshare.io/sass
Application and Data,Libraries,Charting Libraries,Plottable.js,"A library of modular chart components built on D3, by Palantir",https://img.stackshare.io/service/5799/plottable-logo.png,https://stackshare.io/plottable-js
Application and Data,Libraries,Charting Libraries,Recharts,Redefined chart library built with React and D3,https://img.stackshare.io/service/5608/13690587.png,https://stackshare.io/recharts
Application and Data,Languages & Frameworks,MVC Tools,React Storybook,Develop and design React components without an app,https://img.stackshare.io/service/1493/no-img-open-source.png,https://stackshare.io/react-storybook
Application and Data,Languages & Frameworks,Query Languages,Graphene,GraphQL framework for Python,https://img.stackshare.io/service/4611/15002022.png,https://stackshare.io/graphene
Application and Data,Languages & Frameworks,Query Languages,PostGraphQL,A performant GraphQL API instantly created from a PostgreSQL database schema,https://img.stackshare.io/service/1493/no-img-open-source.png,https://stackshare.io/postgraphql
Application and Data,Languages & Frameworks,Query Languages,Prisma,Turn your database into a GraphQL API,https://img.stackshare.io/service/8680/prisma.png,https://stackshare.io/prisma
Application and Data,Languages & Frameworks,Bootstrap Tools,Pingendo,"Free, simple app for Bootstrap prototyping",https://img.stackshare.io/company/4515/pingendocom.png,https://stackshare.io/pingendo
Application and Data,Languages & Frameworks,Bootstrap Tools,Bootstrap.build,A powerful Bootstrap theme builder,https://img.stackshare.io/service/8223/mDyWXt5Z_400x400.jpg,https://stackshare.io/bootstrap-build
Application and Data,Languages & Frameworks,Bootstrap Tools,Gridbox,Simple interface builder for Bootstrap & Foundation,https://img.stackshare.io/service/8384/i1BLWg8n_400x400.jpg,https://stackshare.io/gridbox
Application and Data,Languages & Frameworks,CSS Pre-processors / Extensions,Less,The dynamic stylesheet language,https://img.stackshare.io/service/1170/3538330.png,https://stackshare.io/less
Application and Data,Languages & Frameworks,CSS Pre-processors / Extensions,Stylus,"Expressive, robust, feature-rich CSS language built for nodejs",https://img.stackshare.io/service/1172/204174.png,https://stackshare.io/stylus
Application and Data,Languages & Frameworks,CSS Pre-processors / Extensions,PostCSS,Transform CSS with JS plugins,https://img.stackshare.io/service/3339/rlFcjEdI.png,https://stackshare.io/postcss
Application and Data,Libraries,Charting Libraries,vx,react + d3 = vx | visualization components,https://img.stackshare.io/service/6924/Screen_20Shot_202017-05-12_20at_208.23.23_20AM.png,https://stackshare.io/vx
Application and Data,Libraries,Charting Libraries,Dashboards by Keen IO,Responsive dashboard templates for Bootstrap,https://img.stackshare.io/service/2130/49ianBLC.png,https://stackshare.io/dashboards
Application and Data,Languages & Frameworks,MVC Tools,Structor,UI Builder for React,https://img.stackshare.io/service/3805/D9T0yYeW.png,https://stackshare.io/structor
Application and Data,Languages & Frameworks,MVC Tools,React Monocle,A developer tool for generating visual representations of your React app's component hierarchy,https://img.stackshare.io/service/5517/react-monocle.png,https://stackshare.io/react-monocle
Application and Data,Languages & Frameworks,Query Languages,PostGraphile,Instant GraphQL API for PostgreSQL database,https://img.stackshare.io/service/8299/30540084.png,https://stackshare.io/postgraphile
Application and Data,Languages & Frameworks,Bootstrap Tools,Shards UI Kit,A free and modern UI kit based on Bootstrap 4.,https://img.stackshare.io/service/7885/thumbnail_shards.jpg,https://stackshare.io/shards-ui-kit
Application and Data,Languages & Frameworks,Language Extensions,Helix,"Rust and Ruby, Without the Glue",https://img.stackshare.io/service/5122/16467739.png,https://stackshare.io/helix
Application and Data,Languages & Frameworks,Language Extensions,Ruru,Native Ruby extensions written in Rust,https://img.stackshare.io/service/5324/no-img-open-source.png,https://stackshare.io/ruru
Application and Data,Languages & Frameworks,CSS Pre-processors / Extensions,Bourbon,A lightweight mixin library for Sass,https://img.stackshare.io/service/1174/bourbon.png,https://stackshare.io/bourbon
Application and Data,Languages & Frameworks,CSS Pre-processors / Extensions,PurifyCSS,Remove unused CSS. Also works with single-page apps.,https://img.stackshare.io/service/3268/12516362.png,https://stackshare.io/purifycss
Application and Data,Languages & Frameworks,CSS Pre-processors / Extensions,Compass,A Stylesheet Authoring Environment that makes your website design simpler to implement and easier to maintain,https://img.stackshare.io/service/1173/compass-avatar.png,https://stackshare.io/compass
Application and Data,Libraries,Charting Libraries,Labella.js,Place labels on a timeline without overlap (by Twitter),https://img.stackshare.io/service/1150/no-img-open-source.png,https://stackshare.io/labella
Application and Data,Libraries,Charting Libraries,React D3 Library,The easiest way to use D3.js in React,https://img.stackshare.io/service/5234/react-d3-library.png,https://stackshare.io/react-d3-library
Application and Data,Libraries,Charting Libraries,dimple,An object-oriented API for business analytics powered by D3,https://img.stackshare.io/service/1493/no-img-open-source.png,https://stackshare.io/dimple
Application and Data,Languages & Frameworks,MVC Tools,Reactotron,A CLI and OS X app for inspecting your React JS and React Native apps,https://img.stackshare.io/service/5738/YV0gdHMK.jpg,https://stackshare.io/reactotron
Application and Data,Languages & Frameworks,MVC Tools,Rekit,"Toolkit for building scalable web applications with React, Redux and React-router",https://img.stackshare.io/service/8493/HkFuucV.png,https://stackshare.io/rekit
Application and Data,Languages & Frameworks,MVC Tools,React Sight,A Visualizer for React Component Hierarchy,https://img.stackshare.io/service/7804/31967417.png,https://stackshare.io/react-sight
Application and Data,Libraries,JavaScript Framework Components,React Router,A complete routing solution for React.js,https://img.stackshare.io/service/3350/8261421.png,https://stackshare.io/react-router
Application and Data,Libraries,Charting Libraries,Koto,A D3 charting framework written in ES6,https://img.stackshare.io/service/6060/11216352.png,https://stackshare.io/koto
Application and Data,Libraries,Charting Libraries,ChartURL,"Easily add rich, data-driven charts to your web apps, mobile apps, and emails.",https://img.stackshare.io/service/3935/ChartURL_512_color-64-f34031819db3a2160ea482064ceafaa6965d7801473cb0198ed411601790746f.png,https://stackshare.io/charturl
